recipes_id,title,cook_time_minutes,ingredients,instructions,photo_url,prep_time_minutes,total_time_minutes,rating_stars,review_count
486,Golden Cake Batter Bread,0,"['4 1/4 cups all-purpose flour', '1/2 cup white sugar', '1 teaspoon salt', '2 1/4 teaspoons active dry yeast', '1 cup milk', '1/2 cup margarine', '2 eggs', '2 teaspoons vanilla extract']","['In a large bowl combine 2 cups flour, sugar, salt, and yeast.', 'Heat the milk with the butter or margarine until it reaches 115 degrees F (43 degrees C). Beat together with the eggs and vanilla. Then add the liquid mixture to the flour mixture. Beat at low speed with an electric mixer until flour is moistened. Increase speed to medium, and beat for 2 minutes. By hand stir in the remaining flour to make a medium stiff batter. Cover, and let rise for 1 hour.', 'Punch dough down, and place it in a greased 10 inch tube pan, cover and let rise for 45 minutes.', 'Bake in a preheated 350 degrees F (175 degrees C) for 40 to 45 minutes. Let cool in pan for 5 minutes, then remove.']",http://images.media-allrecipes.com/userphotos/250x250/690055.jpg,0,0,4.38,7
487,Blueberry Orange Bread,0,"['2 1/4 cups all-purpose flour', '3/4 cup packed brown sugar', '1 tablespoon baking powder', '1 teaspoon salt', '1/4 cup margarine, softened', '2 eggs', '2 tablespoons orange zest', '1/2 cup milk', '1/2 cup orange juice', '1 cup fresh blueberries']","['Preheat oven to 350 degrees F (175 degrees C). Lightly grease the bottom of one 5x9 inch loaf pan.', 'In a large bowl combine the flour, brown sugar, baking powder, salt, butter, egg, orange zest, milk and orange juice. Beat at low speed just until moistened. Then beat at medium speed for 2 minutes. Fold in the blueberries and spread into the prepared pan.', 'Bake at 350 degrees F (175 degrees C) for 60 to 70 minutes or until a toothpick poked into the center of the loaf comes out clean. Cool in pan for 10 minutes then invert onto a wire rack to cool completely before serving.']",http://images.media-allrecipes.com/userphotos/560x315/1228850.jpg,0,0,4.13,25
488,Pan Dulce,0,"['6 tablespoons margarine', '1 cup milk', '1 (.25 ounce) package active dry yeast', '1 teaspoon salt', '1/3 cup white sugar', '5 cups all-purpose flour', '2 eggs', '1/2 cup white sugar', '2/3 cup all-purpose flour', '3 1/2 tablespoons margarine', '2 egg yolks', '2 tablespoons cocoa powder (optional)', '1 egg', '2 tablespoons milk']","['In a small pan, combine 6 tablespoons butter or margarine and 1 cup milk; heat to 110 degrees.', 'In a large mixing bowl, combine yeast, salt, 1/3 cup sugar, and 2 cups of the flour. Pour in warmed milk mix. Beat, scraping often, with an electric mixer on medium speed for 2 minutes. Blend in 2 whole eggs and 1 cup flour; beat on high for 2 minutes. With a spoon , beat in enough of the remaining flour to form a stiff dough.', 'Knead on a floured board till smooth, about 5 minutes. Place in a greased bowl, turn to grease top, cover, and let rise until doubled.', 'While dough is rising make streusel. Stir together 1/2 cup sugar and 2/3 cup flour. Mix in 3 1/2 tablespoons cold butter or margarine. Mix to get fine crumbs. Blend in 2 egg yolks with a fork. For chocolate streusel, mix 2 tablespoons cocoa powder with flour.', 'Punch dough down, turn onto floured board. Divide into 14 pieces. Shape each into a ball. Shape 7 into seashells. Squeeze 1/4 cup of streusel into a firm ball; and press over the top of each round. Score with slightly curved parallel lines to resemble a scallop shell. Roll remaining dough into 4 by 8 inch ovals. Top each with 3 tablespoons streusel. To make horns, roll oval from short end; stop half way, fold in sides, and finish rolling. Curl ends in to form a crescent. Place buns about 2 inches apart on a greased baking sheet. Cover lightly, and allow to rise until doubled, about 45 minutes. In a small bowl, beat together 1 egg and 2 tablespoons milk.', 'Brush buns with egg mixture. Bake at 375 degrees F (190 degrees C) until lightly browned, about 15 to 17 minutes.']",http://images.media-allrecipes.com/userphotos/560x315/2425251.jpg,0,0,3.4,8
489,Honey and Flaxseed Bread,0,"['1 1/8 cups water', '1 1/2 tablespoons flaxseed oil', '3 tablespoons honey', '1/2 tablespoon liquid lecithin', '3 cups whole wheat flour', '1/2 cup flax seed', '2 tablespoons bread flour', '3 tablespoons whey powder', '1 1/2 teaspoons sea salt', '2 teaspoons active dry yeast']","['Put all the ingredients in the pan of the bread machine in the order suggested by the manufacturer.', 'Select Wheat Cycle, and Start.']",http://images.media-allrecipes.com/userphotos/250x250/949988.jpg,0,0,4.71,33
490,Creamy Banana Bread,30,"['1/2 cup margarine, softened', '1 (8 ounce) package cream cheese, softened', '1 1/4 cups white sugar', '2 eggs', '1 cup mashed bananas', '1 teaspoon vanilla extract', '2 1/4 cups all-purpose flour', '1 1/2 teaspoons baking powder', '1/2 teaspoon baking soda', '3/4 cup chopped pecans', '2 tablespoons brown sugar', '2 teaspoons ground cinnamon']","['Preheat oven to 350 degrees F (175 degrees C). Grease and flour two 8x4-inch loaf pans.', 'Cream the margarine and cream cheese together. Gradually add the white sugar, and continue beating until light and fluffy. Add eggs one at a time, beating well after each addition. Stir in the mashed bananas and vanilla. Add flour, baking powder, and baking soda; mix until batter is just moist.', 'In a small bowl, mix together chopped pecans, 2 tablespoons brown sugar, and cinnamon.', 'Divide half the batter between the two prepared loaf pans. Sprinkle pecan mixture over the batter in the pans, and top with remaining batter.', 'Bake in the preheated oven until a toothpick inserted in the center of each loaf comes out clean, about 45 minutes.']",http://images.media-allrecipes.com/userphotos/560x315/593564.jpg,45,75,4.66,866
491,Whole Wheat Banana Nut Bread,15,"['1/3 cup vegetable oil', '1/2 cup honey', '1 teaspoon vanilla extract', '2 eggs', '1 cup mashed bananas', '1 3/4 cups whole wheat flour', '1/2 teaspoon salt', '1 teaspoon baking soda', '1/4 cup hot water', '1/2 cup chopped walnuts']","['Preheat oven to 325 degrees F (165 degrees C). Grease a 9x5-inch loaf pan.', 'In a large bowl, beat oil and honey together. Add eggs, and mix well. Stir in bananas and vanilla. Stir in flour and salt. Add baking soda to hot water, stir to mix, and then add to batter. Blend in chopped nuts. Spread batter into prepared pan.', 'Bake until a toothpick inserted in the center of the loaf comes out clean, 55 to 60 minutes. Cool on wire rack for 1/2 hour before slicing.']",http://images.media-allrecipes.com/userphotos/560x315/3600539.jpg,55,70,4.61,565
492,San Francisco Sourdough Bread,0,"['4 3/4 cups bread flour', '3 tablespoons white sugar', '2 1/2 teaspoons salt', '1 (.25 ounce) package active dry yeast', '1 cup warm milk', '2 tablespoons margarine, softened', '1 1/2 cups sourdough starter', '1 extra large egg', '1 tablespoon water', '1/4 cup chopped onion']","['In a large bowl, combine 1 cup flour, sugar, salt, and dry yeast. Add milk and softened butter or margarine. Stir in starter. Mix in up to 3 3/4 cups flour gradually, you may need more depending on your climate.', 'Turn dough out onto a floured surface, and knead for 8 to 10 minutes. Place in a greased bowl, turn once to oil surface, and cover. Allow to rise for 1 hour, or until doubled in volume.', 'Punch down, and let rest 15 minutes. Shape into loaves. Place on a greased baking pan. Allow to rise for 1 hour, or until doubled.', 'Brush egg wash over tops of loaves, and sprinkle with chopped onion.', 'Bake at 375 degrees F (190 degrees C) for 30 minutes, or till done.']",http://images.media-allrecipes.com/userphotos/250x250/747266.jpg,0,0,4.57,376
493,Fougasse,0,"['1 1/2 cups warm water (110 degrees F/45 degrees C)', '1 teaspoon active dry yeast', '4 cups all-purpose flour', '1/2 tablespoon dried basil', '1/2 tablespoon ground savory', '1/2 tablespoon dried thyme', '1/2 tablespoon dried rosemary', '2 tablespoons sea salt', '4 tablespoons olive oil', '2 tablespoons cornmeal']","['Pour water into a large bowl. Sprinkle yeast into water, and let it stand undisturbed until dissolved. Stir in 1 cup flour, 1 tablespoon herbs, sea salt, and 2 tablespoons oil until well blended. Mix in the flour, 1 cup at a time until a thick and somewhat sticky dough forms.', 'Turn the dough out onto a lightly floured surface, and knead until smooth and elastic. Form into a ball, and place into an oiled bowl. Flip the dough to coat the surface. Cover the bowl with a clean dishtowel, and let it rise until doubled, about 1 hour.', 'Punch dough down, and divide in half. Shape into an irregular ovals, about 1 1/2 inch thick. Sprinkle cornmeal over 2 baking sheets; transfer dough to pans. Brush each loaf with olive oil, and sprinkle the remaining herbs on top. Make several slashes in the bread, cutting through the dough with a knife. Cover the loaves with clean dishtowels. Let rise again until the dough begins to rise again, about 20 minutes.', 'Place baking sheets into a preheated 450 degree F (220 degree C) oven. Quickly splash a small amount of water onto the floor of your oven to create steam, and close the oven door. Bake until golden, about 20 minutes.']",http://images.media-allrecipes.com/userphotos/250x250/5383.jpg,0,0,3.65,16
494,Strawnana Bread,0,"['4 eggs, lightly beaten', '2 cups white sugar', '1 1/2 cups strawberries, mashed', '1 cup mashed bananas', '1 tablespoon orange zest', '1 cup vegetable oil', '3 cups all-purpose flour', '1 teaspoon baking soda', '1 1/2 teaspoons ground cinnamon', '1/2 teaspoon salt', '1/4 teaspoon ground nutmeg', '1 cup chopped walnuts']","['Preheat oven to 350 degrees F (175 degrees C). Grease two 9x5 inch pans.', 'In a medium bowl, mix together flour, baking soda, cinnamon, salt, and nutmeg.', 'In a large bowl, combine eggs, sugar, strawberries, bananas, orange peel, and oil. Beat with an electric mixer at medium speed for 2 minutes. Add flour mixture, and stir just until moistened. Stir in walnuts.', 'Bake for 1 hour, or until loaves test done. Remove to wire rack to cool.']",http://images.media-allrecipes.com/userphotos/250x250/67315.jpg,0,0,4.41,182
495,Morning Glory Muffins I,15,"['1 1/2 cups all-purpose flour', '1/2 cup whole wheat flour', '1 1/4 cups white sugar', '1 tablespoon ground cinnamon', '2 teaspoons baking powder', '1/2 teaspoon baking soda', '1/2 teaspoon salt', '2 cups grated carrots', '1 apple - peeled, cored, and chopped', '1 cup raisins', '1 egg', '2 egg whites', '1/2 cup apple butter', '1/4 cup vegetable oil', '1 tablespoon vanilla extract', '2 tablespoons chopped walnuts', '2 tablespoons toasted wheat germ']","['Preheat oven to 375 degrees F (190 degrees C). Lightly oil 18 muffin cups, or coat with nonstick cooking spray.', 'In a medium bowl, whisk together eggs, egg whites, apple butter, oil and vanilla.', 'In a large bowl, stir together flours, sugar, cinnamon, baking powder, baking soda and salt. Stir in carrots, apples and raisins. Stir in apple butter mixture until just moistened. Spoon the batter into the prepared muffin cups, filling them about 3/4 full.', 'In a small bowl, combine walnuts and wheat germ; sprinkle over the muffin tops.', 'Bake at 375 degrees F (190 degrees C) for 15 to 20 minutes, or until the tops are golden and spring back when lightly pressed.']",http://images.media-allrecipes.com/userphotos/560x315/2655387.jpg,20,35,4.77,739
496,Herman Sourdough Starter,30,"['2 1/4 teaspoons active dry yeast', '2 cups warm water (110 degrees F/45 degrees C)', '2 cups all-purpose flour', '1/4 cup white sugar', '1 cup white sugar, divided', '2 cups all-purpose flour, divided', '2 cups milk, divided']","['In a large glass or plastic container, dissolve the yeast in warm water. Stir in the flour and sugar, mix until smooth. (DO NOT USE A METAL SPOON)! Cover loosely and store in a warm place overnight.', 'The next day, stir and refrigerate.', 'Stir once each day for the next four days. On the fifth day, stir, then divide in half. Give half away with feeding instructions.', 'Feed starter with 1/2 cup white sugar, 1 cup flour, and 1 cup milk. Stir until smooth. Cover and place in refrigerator. Stir once each day for next four days.', 'On the tenth day feed again with 1/2 cup white sugar, 1 cup flour, and 1 cup milk. Return to refrigerator and stir once each day for the next four days.', 'On the fifteenth day it is ready to be used for baking. Reserve one cup of the starter in the refrigerator and continue to follow the stir and feed cycle (Stir once a day for four days, stir and feed on the fifth day, ready for use on the tenth day.)']",http://images.media-allrecipes.com/userphotos/250x250/895963.jpg,0,0,4.28,36
497,Herman Biscuits,15,"['1 cup Herman Sourdough Starter', '1 cup all-purpose flour', '1/4 teaspoon baking soda', '2 teaspoons baking powder', '1/4 teaspoon salt', '1/4 cup vegetable oil']","['Bring Herman Starter to room temperature.', 'Stir together flour, baking soda, baking powder and salt.', 'Stir flour mixture and oil into Herman Starter. It will form a soft dough.', 'On a lightly floured surface knead dough until smooth. Pinch off small pieces of dough and shape into balls OR roll dough out and cut with a biscuit cutter. Place biscuits onto a greased baking sheet, cover and let rise in a warm place for 1 hour.', 'Preheat oven to 350 degrees F (175 degrees C).', 'Bake in biscuits in the preheat oven for about 30 minutes or until golden. Serve warm.']",http://images.media-allrecipes.com/userphotos/560x315/1105000.jpg,30,120,4.06,15
498,Herman Coffee Cake,15,"['2 cups Herman Sourdough Starter', '2/3 cup vegetable oil', '2 eggs', '2 cups all-purpose flour', '1 1/2 teaspoons ground cinnamon', '1/2 teaspoon baking soda', '2 teaspoons baking powder', '1/2 teaspoon salt', '1 cup white sugar', '1 cup chopped pecans', '1 cup raisins', '1 cup packed brown sugar', '3 tablespoons all-purpose flour', '1 teaspoon ground cinnamon', '1/4 cup margarine, softened', '1/2 cup margarine', '1/4 cup milk', '1 cup packed brown sugar']","['Bring Herman Starter to room temperature.', 'Preheat oven to 350 degrees F (175 degrees C). Grease and lightly flour one 9x13 inch baking pan.', 'Stir together Herman Starter, oil and beaten eggs.', 'Stir together the flour, cinnamon, baking soda, baking powder, salt and white sugar. Stir in nuts and raisins. Add the flour mixture to the egg mixture and stir well. Pour into the prepared pan and sprinkle with the topping.', 'To Make Topping: Combine the 1 cup brown sugar, 3 tablespoons flour, 1 teaspoon cinnamon. Cut in 1/4 cup softened butter, until the mixture resembles very coarse crumbs.', 'Bake in a preheated 350 degrees F (175 degrees C) for 30 to 40 minutes. While still hot pour glaze over the top and serve.', 'To Make Glaze: In a small saucepan, melt 1/2 cup butter or margarine. Stir in the milk and 1 cup brown sugar. Bring to a boil and let boil for 3 minutes. Immediately pour over hot cake.']",http://images.media-allrecipes.com/userphotos/560x315/4501249.jpg,40,55,4.56,24
499,Favorite Banana Blueberry Quick Bread,25,"['1/2 cup fresh blueberries', '1 5/8 cups all-purpose flour', '1/2 cup quick cooking oats', '1/2 cup chopped pecans', '1 teaspoon baking soda', '1/4 teaspoon salt', '1/2 cup shortening', '1 cup white sugar', '2 eggs', '1 cup mashed bananas']","['Preheat oven to 350 degrees F (175 degrees C). Grease and flour a 9x5-inch loaf pan.', 'In a medium bowl, toss blueberries in 2 tablespoons flour. Gently stir blueberries together with oats, nuts, 1 1/2 cups flour, baking soda, and salt.', 'In a large bowl, cream shortening. Gradually add sugar, beating until light and fluffy. Add eggs one at a time, beating well after each addition. Stir in mashed banana. Add blueberry mixture to creamed mixture, and stir just until moistened. Spoon batter into the prepared pan.', 'Bake in preheated oven until a wooden toothpick comes out clean when inserted in the center of the loaf, 50 to 55 minutes. Cool in pan for 10 minutes. Remove from pan, and cool completely on a wire rack.']",http://images.media-allrecipes.com/userphotos/560x315/6646.jpg,50,85,4.39,276
500,Honey Bran Muffins,20,"['2 cups pineapple juice', '2 cups golden raisins', '1 cup packed brown sugar', '1/2 cup vegetable oil', '1/2 cup honey', '5 eggs, beaten', '2 cups all-purpose flour', '2 teaspoons baking soda', '1 teaspoon salt', '4 cups whole bran cereal']","['In a small bowl, combine pineapple juice and raisins. Set aside.', 'In a medium bowl, combine flour, baking soda and salt. Stir in cereal. Set aside.', 'In a large mixing bowl, combine brown sugar, oil, honey, and eggs; mix well. Add cereal mixture, and mix well. Fold in the raisin mixture. Batter will be thin; it will thicken as it chills. Cover, and refrigerate for at least 3 hours or overnight.', 'Stir chilled batter. Fill greased or paper lined muffin cups 3/4 full.', 'Bake in a preheated 400 degree F (205 degree C) oven, for 20 to 25 minutes. Cool in pan 10 minutes before removing to a wire rack.']",http://images.media-allrecipes.com/userphotos/560x315/34779.jpg,25,225,4.66,159
501,Welsh Bread,0,"['1 teaspoon distilled white vinegar', '2/3 cup milk', '2 tablespoons brown sugar', '1 egg', '1/4 cup margarine', '1/4 teaspoon salt', '2 tablespoons molasses', '2 cups all-purpose flour', '1 pinch baking soda', '1 teaspoon caraway seed', '1 1/2 teaspoons bread machine yeast', '3/4 cup raisins']","['Combine the vinegar and the milk. Let stand for at least 15 minutes or until the mixture thickens.', ""Add the vinegar mixture, brown sugar, egg, butter, salt, molasses, bread flour, baking soda, caraway seeds and yeast in the order directed by your bread machine's manufacturer."", ""Set machine to basic cycle (fruit bread, white bread, etc depending on your bread machine), medium crust setting. Add the raisins when indicated to by your bread machine's manufacturer."", 'Alternately this bread can be mixed in the bread machine and then bake in the oven. Set bread machine to dough setting. Remove dough, shape into a loaf, cover and let rise in a warm place, until just under doubled in size. This will take about 1 hour. Bake the bread in a preheated 375 degrees F (190 degrees C) for 30 to 45 minutes. Bread will golden brown and sound hollow when thumped on the bottom.']",http://images.media-allrecipes.com/userphotos/250x250/229387.jpg,0,0,4.55,7
502,Cherry Vanilla Chip Muffins,0,"['1 banana, peeled and mashed', '1/2 cup egg substitute', '3/4 cup vanilla soy milk', '2 tablespoons vegetable oil', '1/2 cup applesauce', '2 cups white rice flour', '1 tablespoon sucanat', '3/4 teaspoon baking powder', '1/4 teaspoon salt', '1/2 cup dried cherries', '1/2 cup vanilla baking chips']","['Preheat oven to 400 degrees F (205 degrees C). Lightly grease or line a 12-cup muffin tin with paper liners.', 'In a large bowl blend the banana, egg substitute, soy milk, oil and applesauce together. Stir in the rice flour, sucanat, baking powder and salt. Mix until just moistened then stir in the dried cherries and vanilla chips. Pour batter into the prepared muffin tin, filling each cup 2/3 full.', 'Bake at 400 degrees F (205 degrees C) for 30 minutes.']",http://images.media-allrecipes.com/userphotos/250x250/552706.jpg,0,0,3.29,5
503,Chocolate Zucchini Muffins,0,"['3 eggs', '2 cups white sugar', '1 cup vegetable oil', '1/3 cup unsweetened cocoa powder', '1 1/2 teaspoons vanilla extract', '2 cups grated zucchini', '3 cups all-purpose flour', '1 teaspoon baking soda', '1/2 teaspoon baking powder', '1 teaspoon salt', '1/4 teaspoon ground cinnamon', '1/4 teaspoon ground nutmeg', '1/4 teaspoon ground cloves', '1/4 teaspoon ground cardamom']","['Preheat oven to 350 degrees F (175 degrees C). Lightly grease or line two 12 cup muffin tins with paper liners.', 'In a large bowl beat the eggs. Beat in the sugar and oil. Add the cocoa, vanilla, zucchini and stir well.', 'Stir in the flour, baking soda, baking powder, salt, cinnamon, nutmeg, cloves and cardamom. Mix until just moist.', 'Pour batter into prepared muffin tins filling 2/3 of the way full. Bake at 350 degrees F (175 degrees C) for 20 to 25 minutes. Remove from pan and let cool on a wire rack. Store loosely covered.']",http://images.media-allrecipes.com/userphotos/560x315/459186.jpg,0,0,4.48,176
504,Buttermilk Honey Wheat Bread,2,"['2 1/2 teaspoons active dry yeast', '1 cup whole wheat flour', '2 cups all-purpose flour', '1/2 teaspoon baking soda', '1 teaspoon salt', '3 tablespoons honey', '1 1/2 tablespoons vegetable oil', '1 1/2 cups buttermilk, at room temperature']","['Combine the yeast, whole wheat flour, all purpose flour, baking soda, salt, honey, oil, and buttermilk into pan of a bread machine.', 'If baking in bread machine use medium temperature setting.', 'If baking in an oven, use manual or dough cycle to knead dough. Remove from bread maker, and place in a greased loaf pan. Let rise until doubled in size. Bake in a preheated 350 degree F (175 degree C) oven for 25 minutes, or until bottom of loaf sounds hollow when tapped.']",http://images.media-allrecipes.com/userphotos/560x315/3223.jpg,180,185,4.47,230
505,Herman Cinnamon Rolls,20,"['2 cups Herman Sourdough Starter', '3 cups all-purpose flour', '1/2 teaspoon baking soda', '1/2 teaspoon salt', '3 teaspoons baking powder', '2 eggs, beaten', '1/2 cup margarine', '1 cup white sugar', '3 teaspoons ground cinnamon', '2 tablespoons raisins (optional)', '2 tablespoons chopped walnuts (optional)']","['In a large bowl combine Herman Sweet Sourdough Starter, flour, baking soda, salt, baking powder and eggs until well blended.', 'Knead dough in bowl for 5 to 7 minutes, or until mixture is smooth.', 'Let rise in warm place until doubled. Punch down. On a lightly floured surface, press dough into a 10 x 20 inch rectangle. Combine melted margarine, sugar and cinnamon in a small bowl. Spread mixture over dough. Sprinkle with walnuts or raisins, if desired.', 'Starting on long side, roll up dough, jellyroll fashion. Press ends together to make a seam. Cut in 1-inch slices and place in an ungreased, 11x14 inch cake pan. Allow rolls rise to double their size.', 'Bake in a preheated 325 F oven (165 degree C) for 20 to 25 minutes, until lightly browned.']",http://images.media-allrecipes.com/userphotos/560x315/4464056.jpg,25,90,4.5,16
506,Herman Dinner Rolls,15,"['1 (.25 ounce) package active dry yeast', '1/2 cup warm water (110 degrees F/45 degrees C)', '1 cup Herman Sourdough Starter', '2 cups all-purpose flour', '1 pinch salt', '4 tablespoons vegetable oil']","['In a large bowl combine yeast and warm water. Stir until yeast is dissolved. Add Herman Sweet Sourdough Starter, flour, salt, and oil. Mix well.', 'Shape into 16 rolls. Place in a greased 8x8 inch pan. Let stand for 30 to 40 minutes.', 'Bake in a 350 degree F (175 degree C) oven for 20 minutes, or until brown.']",http://images.media-allrecipes.com/userphotos/560x315/807016.jpg,20,75,4.35,21
507,Orange Pull-Aparts,0,"['1/4 cup milk', '1 egg', '1 tablespoon orange zest', '1 large orange, juiced', '1/2 cup water', '2 1/4 cups all-purpose flour', '3 tablespoons white sugar', '2 1/4 teaspoons active dry yeast', '1 teaspoon salt', '2 tablespoons margarine', '1/2 teaspoon ground cinnamon', '1/4 cup butter, melted', '3 tablespoons white sugar', ""1 cup confectioners' sugar"", '1 1/2 tablespoons orange juice']","['In a one cup measure combine the milk, eggs, grated orange rind, juice from one orange, and enough water to equal one cup. Place into bread machine. Add the flour, sugar, yeast, salt, butter or margarine, and cinnamon to the bread machine and turn machine onto dough cycle.', 'When cycle is complete, divide the dough into 20 equal portions and roll into balls. Dip balls into melted butter and then into white sugar. Place in greased bundt pan.', 'Let rise for 35 to 45 minutes.', 'Bake in a preheated 375 F degrees (190 degrees C) for 25-30 minutes. Let cool for 5 minutes then remove from pan.', ""If desired, glaze with a mixture of confectioners' sugar and orange juice.""]",http://images.media-allrecipes.com/userphotos/560x315/2402.jpg,0,0,4.31,22
508,Six Week Bran Muffins,0,"['6 cups boiling water', '6 cups whole bran cereal', '3 cups shortening', '9 cups white sugar', '12 eggs', '12 cups buttermilk', '15 cups all-purpose flour', '5 tablespoons baking soda', '1 tablespoon salt', '12 cups whole bran cereal']","['In a large bowl, add boiling water to the first 6 cups of bran cereal, cool.', 'Cream shortening or margarine, sugar, eggs, and buttermilk together. Add to bran mixture. Stir in flour, baking soda, and salt. Fold in the 12 cups of bran cereal. Stir only until moistened.', 'Bake in a preheated 425 degree F (220 degree C) oven for 20 to 25 minutes.']",http://images.media-allrecipes.com/userphotos/560x315/996289.jpg,0,0,4.67,131
509,Schlotsky's Bread,0,"['1/2 cup warm water (110 degrees F/45 degrees C)', '1 tablespoon white sugar', '2 1/4 teaspoons active dry yeast', '1/4 teaspoon baking soda', '1 1/2 teaspoons warm water (110 degrees F/45 degrees C)', '3/4 cup warm milk (110 degrees F/45 degrees C)', '1/2 teaspoon salt', '2 1/2 cups bread flour', '2 tablespoons cornmeal']","['In a small bowl stir together the warm water, sugar, and yeast. Stir to dissolve and set aside.', 'In a large bowl dissolve baking soda with the 1 1/2 teaspoons warm water. Add the warm milk, salt, and one cup of the flour. Beat with a wire whisk until smooth. Beat in yeast mixture and remaining flour. Batter should be thick, sticky, and smooth.', 'Prepare 2 pie pans with non-stick spray. Dust pans with cornmeal. Place 1/2 dough in each pie pan. Batter will spread during rising time. Spray top of dough with non-stick cooking spray. Cover and let rise for one hour.', 'Repeat spraying of bread with non-stick cooking spray. Bake in a preheated 375 degree F (190 degrees C) for 20 minutes.', 'Allow to cool for an hour before slicing.']",http://images.media-allrecipes.com/userphotos/560x315/1667152.jpg,0,0,4.69,73
510,Navajo Fry Bread I,0,"['3 1/4 cups all-purpose flour', '1 cup nonfat dry milk powder', '1 tablespoon baking powder', '1/2 teaspoon salt', '5 tablespoons lard, chilled and cut into small pieces', '1 cup ice water', '1 tablespoon sea salt (optional)', '1 cup lard for frying']","['In a large bowl mix together flour, non-fat dry milk powder, baking powder, and salt. Cut in 5 tablespoons of the lard into the dry mixture until it resembles fine crumbs. Add the ice water and mix until the dough pulls cleanly away from the sides of the bowl.', 'Cover with a towel and set aside for 2 hours.', 'Divide the dough into two large pieces. Shape each piece into a circle. Roll each piece out on a lightly floured board to 1/4 inch thick. Make 2 parallel cuts through the dough without cutting all the way through. Let the dough rest briefly.', 'Heat the remaining lard in a large cast iron skillet over medium-high heat. Once it is hot, add the first shaped dough. Fry for 4-5 minutes on the first side, until golden, turn over and finish cooking on the second side for 3-4 minutes. Remove the bread from the skillet and drain onto paper towels. Sprinkle with sea salt, if desired. Keep warm while second section cooks.', 'Cut bread into wedges. Serve warm.']",http://images.media-allrecipes.com/userphotos/560x315/4430738.jpg,0,0,2.68,16
511,Banana Chai Bread,0,"['1 3/4 cups all-purpose flour', '1 tablespoon baking powder', '1/2 teaspoon salt', '3/4 cup white sugar', '1/2 cup lowfat cream cheese', '2 eggs', '3/4 cup mashed bananas', '1/4 cup brewed chai tea']","['In a medium bowl mix together flour, baking powder, and salt.', 'In a separate bowl mix sugar, cream cheese, and eggs until light and fluffy. Mix mashed bananas and Chai into cream cheese mixture. Add flour mixture and mix until smooth.', 'Pour mixture into a greased 9x5 inch loaf pan.', 'Bake in a preheated 350 degree F(175 degrees C) oven for 60 minutes. Cool on rack. Remove from pan after 10 minutes.']",http://images.media-allrecipes.com/userphotos/560x315/3754856.jpg,0,0,4.02,72
512,"Soft, Moist and Gooey Cinnamon Buns",15,"['1 cup milk', '1 egg, beaten', '4 tablespoons melted butter', '4 tablespoons water', '1/2 (3.5 ounce) package instant vanilla pudding mix', '4 cups bread flour', '1 tablespoon white sugar', '1/2 teaspoon salt', '2 1/4 teaspoons bread machine yeast', '1/2 cup butter, softened', '1 cup packed brown sugar', '2 teaspoons ground cinnamon', '1/4 cup chopped walnuts (optional)', '1/4 cup raisins (optional)', '1 teaspoon milk', ""1 1/2 cups confectioners' sugar"", '4 tablespoons butter, softened', '1 teaspoon vanilla extract']","['In a bread machine pan, place the milk, beaten egg, melted butter, water, vanilla pudding mix, bread flour, sugar, salt and yeast in the order recommended by the manufacturer. Select the Dough cycle.', 'When cycle is finished, remove the dough, and knead for 3 to 5 minutes. Roll out to a large rectangle.', 'Mix together the softened butter, brown sugar and cinnamon. Spread over dough. Sprinkle with chopped walnuts and raisins, if desired. Starting with the widest end, roll the dough into a log. Pinch to seal seams. Cut into 1/2 inch to 1 inch slices, and place in a greased 9x13 inch pan. Place in a draft-free space, and allow to rise until doubled.', 'Preheat the oven to 350 degrees F (175 degrees C). Bake for 15 to 20 minutes. To make frosting, mix the milk, confectioners sugar, softened butter and vanilla in a small bowl. Spread over warm cinnamon rolls.']",http://images.media-allrecipes.com/userphotos/250x250/601635.jpg,20,215,4.77,516
513,Bread Pudding II,30,"['6 slices day-old bread', '2 tablespoons butter, melted', '1/2 cup raisins (optional)', '4 eggs, beaten', '2 cups milk', '3/4 cup white sugar', '1 teaspoon ground cinnamon', '1 teaspoon vanilla extract']","['Preheat oven to 350 degrees F (175 degrees C).', 'Break bread into small pieces into an 8 inch square baking pan. Drizzle melted butter or margarine over bread. If desired, sprinkle with raisins.', 'In a medium mixing bowl, combine eggs, milk, sugar, cinnamon, and vanilla. Beat until well mixed. Pour over bread, and lightly push down with a fork until bread is covered and soaking up the egg mixture.', 'Bake in the preheated oven for 45 minutes, or until the top springs back when lightly tapped.']",http://images.media-allrecipes.com/userphotos/560x315/2403271.jpg,45,75,4.71,2517
